Title,Certificate,Duration,Genre,Rating,Description, Stars,Votes,Year
Aranyak,TV-MA,48 min,"Crime, Drama, Mystery",7.8,"Political ploys, personal agendas and a beastly myth all surface as two mismatched hill station cops navigate a web of suspects after a puzzling murder.","['Parambrata Chattopadhyay, ', 'Raveena Tandon, ', 'Ashutosh Rana, ', 'Zakhir Hussain']",9298,2021
Arcane,TV-14,41 min,"Animation, Action, Adventure",9,"Set in utopian Piltover and the oppressed underground of Zaun, the story follows the origins of two iconic League champions-and the power that will tear them apart.","['Hailee Steinfeld, ', 'Kevin Alejandro, ', 'Jason Spisak, ', 'Terri Douglas']",196697,2021
Archer,TV-MA,22 min,"Animation, Action, Comedy",8.6,Covert black ops and espionage take a back seat to zany personalities and relationships between secret agents and drones.,"['H. Jon Benjamin, ', 'Judy Greer, ', 'Amber Nash, ', 'Chris Parnell']",153880,2009
Archibald's Next Big Thing,TV-Y7,24 min,"Animation, Short, Adventure",7.5,The adventures of a care-free Chicken named Archibald.,"['Tony Hale, ', 'Rosamund Pike, ', 'Kari Wahlgren, ', 'Chelsea Kane']",293,2020
Are You Afraid of the Dark?,TV-PG,30 min,"Drama, Fantasy, Horror",8.2,"A group of teenagers get together in the woods, and tell ghost stories.","['Ross Hull, ', 'Daniel DeSanto, ', 'Raine Pare-Coull, ', 'Jodie Resther']",15062,2000
Are You the One?,TV-14,41 min,"Game-Show, Reality-TV, Romance",6.5,Contestants stay for 10 weeks in a holiday destination to win $1 million and hopefully find love.,"['Ryan Devlin, ', 'Terrence Jenkins, ', 'Maria Elizondo, ', 'Lewis Belt']",2576,2014
Ari Eldjárn: Pardon My Icelandic,TV-MA,54 min,Comedy,7.8,"In this English-language special, Icelandic comedian Ari Eldjárn pokes fun at Nordic rivalries, Hollywood's take on Thor, the whims of toddlers and more.","['August Jakobsson', '| ', '    Star:', 'Ari Eldjárn']",1581,2020
Arifureta: From Commonplace to World's Strongest,TV-MA,23 min,"Animation, Action, Adventure",7.1,"Seventeen-year-old Hajime Nagumo is your average, everyday otaku. However, his simple life of pulling all-nighters and sleeping in school is suddenly turned upside down when he, along with ...                See full summary »","['Tia Lynn Ballard, ', 'Matt Shipman, ', 'Toshinari Fukamachi, ', 'Minami Takahashi']",2943,2019
Arlo the Alligator Boy,TV-Y7,90 min,"Animation, Adventure, Comedy",6.4,"A young humanoid alligator travels to the big city in hopes of reuniting with his estranged father, meeting a colorful cast of characters along the way.","['Ryan Crego', '| ', '    Stars:', 'Michael J. Woodard, ', 'Ryan Crego, ', 'Dee Bradley Baker, ', 'Annie Potts']",1134,2021
Arpo: The Robot for All Kids,TV-Y7,11 min,Animation,5.5,"Meet Arpo, the commando robot-turned-nanny as he cares for mischief-maker baby Daniel and his meddling brother Joey!",[],27,2012
Arrested Development,TV-14,22 min,Comedy,8.7,"Level-headed son Michael Bluth takes over family affairs after his father is imprisoned. But the rest of his spoiled, dysfunctional family are making his job unbearable.","['Jason Bateman, ', 'Michael Cera, ', 'Portia de Rossi, ', 'Will Arnett']",302834,2019
Arrival,PG-13,116 min,"Drama, Mystery, Sci-Fi",7.9,A linguist works with the military to communicate with alien lifeforms after twelve mysterious spacecraft appear around the world.,"['Denis Villeneuve', '| ', '    Stars:', 'Amy Adams, ', 'Jeremy Renner, ', 'Forest Whitaker, ', 'Michael Stuhlbarg']",684855,2016
Arrow,TV-14,42 min,"Action, Adventure, Crime",7.5,"Spoiled billionaire playboy Oliver Queen is missing and presumed dead when his yacht is lost at sea. He returns five years later a changed man, determined to clean up the city as a hooded vigilante armed with a bow.","['Stephen Amell, ', 'Katie Cassidy, ', 'David Ramsey, ', 'Susanna Thompson']",429943,2020
Arsenio Hall: Smart and Classy,TV-MA,63 min,Comedy,6,"Arsenio Hall performs his first stand-up comedy special, filmed live in San Jose, California in April 2019.","['Brian Volk-Weiss', '| ', '    Star:', 'Arsenio Hall']",466,2019
As the Crow Flies,TV-MA,45 min,Drama,6.3,"A young fan maneuvers her way into a seasoned anchor's newsroom but soon confronts the dark side of ambition, envy and the desire to be seen.","['Birce Akalay, ', 'Miray Daner, ', 'Ibrahim Celikkol, ', 'Burak Yamantürk']",3890,2022
Ash vs Evil Dead,TV-MA,30 min,"Action, Comedy, Fantasy",8.4,"Ash has spent the last thirty years avoiding responsibility, maturity, and the terrors of the Evil Dead until a Deadite plague threatens to destroy all of mankind and Ash becomes mankind's only hope.","['Bruce Campbell, ', 'Ray Santiago, ', 'Dana DeLorenzo, ', 'Lucy Lawless']",73097,2018
Ask the StoryBots,TV-Y,24 min,"Animation, Adventure, Comedy",8.4,"Based on the award-winning educational apps, the StoryBots are curious little creatures who live in the world beneath our screens and go on fun adventures to help answer kids' questions.","['Judy Greer, ', 'Erin Fitzgerald, ', 'Fred Tatasciore, ', 'Jeff Gill']",904,2019
Astro Boy,TV-Y7,30 min,"Animation, Action, Adventure",6.9,"Starring Astro, Japan's first Superhero and a modern folk hero- an anime adaption for the new century based on the seminal manga 'Astro Boy' by the 'God of Manga' Osamu Tezuka.","['Makoto Tsumura, ', 'Hisashi Katsuta, ', 'Roland Angelo Crisolo, ', 'Banjô Ginga']",485,2004
At the Devil's Door,Not Rated,91 min,Horror,4.7,A real-estate agent finds herself caught up in something sinister when she has to sell a house with a dark past and meets the troubled teen who used to live there.,"['Nicholas McCarthy', '| ', '    Stars:', 'Ashley Rickards, ', 'Nick Eversman, ', 'Michael Massee, ', 'Mark Steger']",7184,2014
Attack of the Hollywood Cliches!,TV-MA,58 min,"Documentary, Comedy",6.1,"A special featuring some of the most famous films along with Screenwriters, Academics and Critics as they guide through the funny, weird and controversial clichés which appear on the screens.","['Sean Doherty, ', 'Ricky Kelehar, ', 'Alice Mathias', '| ', '    Stars:', 'Rob Lowe, ', 'Andie MacDowell, ', 'Ira Madison III, ', 'Anna Smith']",3827,2021
Attack on Titan,TV-MA,24 min,"Animation, Action, Adventure",9,"After his hometown is destroyed and his mother is killed, young Eren Jaeger vows to cleanse the earth of the giant humanoid Titans that have brought humanity to the brink of extinction.","['Josh Grelle, ', 'Yûki Kaji, ', 'Yui Ishikawa, ', 'Marina Inoue']",363297,2023
Atypical,TV-MA,30 min,"Comedy, Drama",8.3,"Sam, an 18-year-old on the autism spectrum, decides it's time to find a girlfriend, which sets Sam's mom on her own life-changing path as her son seeks more independence.","['Jennifer Jason Leigh, ', 'Keir Gilchrist, ', 'Brigette Lundy-Paine, ', 'Michael Rapaport']",87238,2021
Aunty Donna's Big Ol' House of Fun,TV-MA,20 min,Comedy,7.9,"In their new sketch series, Aunty Donna's Big Ol' House of Fun take viewers along for an absurdist adventure through their everyday lives.","['Mark Samual Bonanno, ', 'Broden Kelly, ', 'Zachary Ruane, ', 'Scott Aukerman']",6468,2020
Aurora,TV-14,110 min,"Horror, Thriller",4.3,The passenger ship Aurora mysteriously collides into the rocky sea threatening an entire island. A young woman and her sister must both survive by finding the missing dead for a bounty.,"['Yam Laranas', '| ', '    Stars:', 'Anne Curtis, ', 'Phoebe Villamor, ', 'Mercedes Cabral, ', 'Alan Paule']",617,2018
Autumn,R,110 min,"Horror, Sci-Fi, Thriller",3.1,"A horrible virus kills billions within minutes. The few survivors that are left have to deal with the shock of the apocalypse, and they have no idea that things are about to get much worse.","['Steven Rumbelow', '| ', '    Stars:', 'Dexter Fletcher, ', 'Dickon Tolson, ', 'Lana Kamenov, ', 'Anton Brejak']",1621,2009
Avatar: The Last Airbender,TV-Y7-FV,23 min,"Animation, Action, Adventure",9.3,"In a war-torn world of elemental magic, a young boy reawakens to undertake a dangerous mystic quest to fulfill his destiny as the Avatar, and bring peace to the world.","['Dee Bradley Baker, ', 'Zach Tyler Eisen, ', 'Mae Whitman, ', 'Jack De Sena']",309241,2008
Avengement,Not Rated,87 min,"Action, Crime",6.5,"After years of assaults on him in prison, convicted felon Cain Burgess escapes for avengement on those responsible.","['Jesse V. Johnson', '| ', '    Stars:', 'Scott Adkins, ', 'Craig Fairbrass, ', 'Thomas Turgoose, ', 'Nick Moran']",16284,2019
Awake,TV-MA,96 min,"Action, Adventure, Drama",4.9,"After a devastating global event wiped out all electronics and eliminated people's ability to sleep, a former soldier may have found a solution with her daughter.","['Mark Raso', '| ', '    Stars:', 'Gina Rodriguez, ', 'Ariana Greenblatt, ', 'Lucius Hoyos, ', 'Shamier Anderson']",21862,2021
Away,Not Rated,105 min,"Crime, Drama",6.6,A story set in the north English seaside town of Blackpool and centered on two kindred spirits who form an unlikely friendship.,"['David Blair', '| ', '    Stars:', 'Timothy Spall, ', 'Juno Temple, ', 'Hayley Squires, ', 'Matt Ryan']",3092,2016
Aziz Ansari Live in Madison Square Garden,TV-MA,58 min,Comedy,6.6,"Stand-up comedian and TV star Aziz Ansari delivers his sharp witted take on immigrants, relationships and the food industry.","['Aziz Ansari, ', 'Patrick Cotnoir']",3283,2015
Aziz Ansari: Buried Alive,TV-MA,80 min,Comedy,7.2,"Aziz Ansari focuses his unique viewpoint on pending adulthood, babies, marriage and love in the modern era.","['Will Lovelace, ', 'Dylan Southern', '| ', '    Star:', 'Aziz Ansari']",4016,2013
Aziz Ansari: Nightclub Comedian,TV-MA,30 min,Comedy,7,Comedian Aziz Ansari's fourth comedy special.,"['Aziz Ansari', '| ', '    Stars:', 'Aziz Ansari, ', 'Phil Hanley']",2304,2022
Aziz Ansari: Right Now,TV-MA,65 min,Comedy,7.5,"Aziz Ansari shares deep personal insights and hilarious takes on wokeness, family and the social climate.","['Spike Jonze', '| ', '    Star:', 'Aziz Ansari']",5200,2019
B: The Beginning,TV-MA,25 min,"Animation, Action, Crime",7.1,"In this anime series, scientists hope ""new humans"" will create universal peace, but they're kidnapped by an evil group with very different plans.","['Hiroaki Hirata, ', 'Hiroki Touchi, ', 'Asami Seto, ', 'Cristina Valenzuela']",4983,2018
Baby,TV-MA,50 min,Drama,6.8,"A coming-of-age story that explores the unseen lives of Roman high schoolers. Loosely inspired by a true story, the series follows a group of Parioli teenagers as they defy society in their search for identity and independence","['Benedetta Porcaroli, ', 'Alice Pagani, ', 'Riccardo Mandolini, ', 'Chabeli Sastre']",11399,2020
Baby Fever,TV-MA,30 min,"Comedy, Drama, Romance",6.5,A romantic comedy-drama centered around the life of fertility doctor Nana and the clients she meets and treats.,"['Josephine Park, ', 'Olivia Joof Lewerissa, ', 'Simon Sears, ', 'Charlotte Munck']",712,2022
Back to 15,TV-14,40 min,"Comedy, Drama",6.7,"Unhappy at work and in her personal life, Anita discovers a way to travel back to age 15. What will she change in her past?","['Maisa Silva, ', 'Amanda Azevedo, ', 'Katie Anne Moy, ', 'Aeric Azana']",741,2022
Backstabbed,TV-PG,88 min,"Drama, Thriller",4.8,A struggling housewife decides to become a real estate agent and inadvertently puts her life in danger when she takes a job with a corrupt broker who will do anything to land a deal.,"['Doug Campbell', '| ', '    Stars:', 'Josie Davis, ', 'Brittany Underwood, ', 'Micah Alberti, ', 'Kevin Spirtas']",561,2016
Bad Blood,TV-MA,47 min,"Crime, Drama",7.5,A dramatization of the life and death of Montreal mob boss Vito Rizzuto.,"['Kim Coates, ', 'Louis Ferreira, ', 'Sharon Taylor, ', 'Melanie Scrofano']",9989,2018
Bad Boy Billionaires: India,TV-14,59 min,"Documentary, Biography, Crime",7.9,"This investigative docuseries explores the greed, fraud and corruption that built up - and ultimately brought down - India's most infamous tycoons.",['Aayush Ailawadi'],3113,2020
Bad Sport,TV-MA,55 min,"Documentary, Crime, Mystery",7.3,"Follows six stories of sports and crime, told by the athletes, coaches and law enforcement officials.","['Jamie Salé, ', 'Randy Lanier, ', 'Kent Somers, ', 'Pino Narducci']",2332,2021
Baggage,PG,110 min,Drama,4.9,"Pediatrician by day, single mom by night, Sarah invites her estranged husband, Pete, back to their suburban home for the Holidays on one condition: he must reconcile with their daughters ...                See full summary »","['Stephen Polk', '| ', '    Stars:', 'Barry Bostwick, ', 'Cheryl Ladd, ', 'Julia Sobaski, ', 'Stephen Polk']",385,2008
Bake Squad,TV-PG,35 min,"Game-Show, Reality-TV",6.8,Expert bakers elevate desserts with next-level ideas and epic execution. Now the battle is on to win over clients in need of very special sweets.,"['Christina Tosi, ', 'Ashley Holt, ', 'Gonzo Jimenez, ', 'Christophe Rull']",723,2021
Baki,TV-MA,45 min,"Animation, Action, Drama",6.7,"The protagonist, Baki Hanma, trains with an intense focus to become strong enough to surpass his father, Yujiro Hanma, the strongest fighter in the world.","['Tôru Furuya, ', 'Kirk Thornton, ', 'Troy Baker, ', 'Nobunaga Shimazaki']",6333,2020
Baki Hanma,TV-MA,25 min,"Animation, Action, Drama",6.7,"To gain the skills he needs to surpass his powerful father, Baki enters Arizona State Prison to take on the notorious inmate known as Mr. Unchained.","['Nobunaga Shimazaki, ', 'Troy Baker, ', 'Marie Westbrook, ', 'Todd Haberkorn']",1847,2021
Bakugan: Battle Planet,TV-Y7-FV,24 min,"Animation, Action, Adventure",4.7,Bakugan Battle Planet follows the adventures of Dan Kouzo and his best friends: the first kids on Earth to bond with the mysterious creatures known as Bakugan!,"['Jonah Wineberg, ', 'Margarita Valderrama, ', 'Deven Christian Mack, ', 'Jason Deline']",234,2018
Bangkok Breaking,TV-MA,60 min,"Action, Crime, Drama",5.8,"Newly arrived in Bangkok, Wanchai joins the road rescue service and unravels a city-wide conspiracy with the help of a journalist.","['Sukollawat Kanarot, ', 'Nophand Boonyai, ', 'Sushar Manaying, ', 'Chatcha Patumthip']",307,2021
Barbarians,TV-MA,280 min,"Action, Adventure, Drama",7.2,"Torn between the mighty empire that raised him and his own tribal people, a Roman officer's conflicted allegiances lead to an epic historical clash.","['Florian Schmidtke, ', 'Laurence Rupp, ', 'Jeanne Goursaud, ', 'David Schütter']",24243,2020
Barbie & Chelsea the Lost Birthday,TV-Y,60 min,"Animation, Adventure, Family",5.2,Barbie's younger sister Chelsea is trying to celebrate her 7th birthday but her birthday is skipped due to the international date line.,"['Cassandra Mackay', '| ', '    Stars:', 'Laila Berzins, ', 'Nakia Burrise, ', 'Greg Chun, ', 'Jacob Craner']",223,2021
Barbie Dreamhouse Adventures,TV-Y,22 min,"Animation, Comedy, Family",6.7,Get to know Barbie and her BFFs -- including next-door neighbor Ken -- in this animated vlog of adventures filmed inside her family's new dreamhouse.,"['America Young, ', 'Cassidy Naber, ', 'Kirsten Day, ', 'Cassandra Lee Morris']",555,2020
"Barbie: Big City, Big Dreams",TV-Y,60 min,"Animation, Family, Musical",5.7,Barbie goes to New York to attend a summer Performing Arts program. There she meets another Barbie Roberts. Despite their quick friendship the two have to compete for the Spotlight Solo in Times Square.,"['Scott Pleydell-Pearce', '| ', '    Stars:', 'America Young, ', 'Amber May, ', 'Greg Chun, ', 'Daniel Mk Cohen']",331,2021
Barbie: Dolphin Magic,TV-G,61 min,"Animation, Adventure, Family",5.6,"Barbie and her sisters visit a sun-kissed island resort, only to discover that a rare Gemstone dolphin has gone missing. Will Barbie and her mysterious new friend Isla manage to find it? Above all, what is Isla's well-hidden secret?","['Conrad Helten', '| ', '    Stars:', 'Erica Lindbeck, ', 'Shannon Chan-Kent, ', 'Kazumi Evans, ', 'Claire Margaret Corlett']",807,2017
